Mode,TestName,Time
Flow,Total,1.29349
GFuzz,Total,1.95532
GFuzzHB,Total,1.36669
GFuzzHBFlow,Total,1.37458
GoPie+,Total,1.34186
GoPie,Total,1.30663
GoPieHB,Total,1.32487
