Mode,TestName,Time
Flow,Total,1.78263
GFuzz,Total,2.49968
GFuzzHB,Total,1.75550
GFuzzHBFlow,Total,1.89883
GoPie+,Total,1.77117
GoPie,Total,1.82105
GoPieHB,Total,1.76841
