Mode,TestName,Time
Flow,Total,1.55686
GFuzz,Total,2.22207
GFuzzHB,Total,1.50880
GFuzzHBFlow,Total,1.52389
GoPie+,Total,1.49686
GoPie,Total,1.49044
GoPieHB,Total,1.54190
