Mode,TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
Flow,TestWrap,4,1,3,0,0,0,0,0,0
GFuzz,TestWrap,4,1,3,0,0,0,0,0,0
GFuzzHB,TestWrap,4,1,3,0,0,0,0,0,0
GFuzzHBFlow,TestWrap,4,1,3,0,0,0,0,0,0
GoPie+,TestWrap,4,1,3,0,0,0,0,0,0
GoPie,TestWrap,4,1,3,0,0,0,0,0,0
GoPieHB,TestWrap,4,1,3,0,0,0,0,0,0
