Mode,TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
Flow,TestVersionFlagOnlyAddedToRoot,1,1,0,0,0,0,0,0,0
GFuzz,TestVersionFlagOnlyAddedToRoot,1,1,0,0,0,0,0,0,0
GFuzzHB,TestVersionFlagOnlyAddedToRoot,1,1,0,0,0,0,0,0,0
GFuzzHBFlow,TestVersionFlagOnlyAddedToRoot,1,1,0,0,0,0,0,0,0
GoPie+,TestVersionFlagOnlyAddedToRoot,1,1,0,0,0,0,0,0,0
GoPie,TestVersionFlagOnlyAddedToRoot,1,1,0,0,0,0,0,0,0
GoPieHB,TestVersionFlagOnlyAddedToRoot,1,1,0,0,0,0,0,0,0
