Mode,TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
Flow,TestGithubAPI,205,23,204,0,0,0,0,0,0
GFuzzHB,TestGithubAPI,205,23,204,0,0,0,0,0,0
GFuzzHBFlow,TestGithubAPI,205,23,204,0,0,0,0,0,0
GoPie+,TestGithubAPI,205,23,204,0,0,0,0,0,0
GoPie,TestGithubAPI,205,23,204,0,0,0,0,0,0
GoPieHB,TestGithubAPI,205,23,204,0,0,0,0,0,0
