TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
TestLoadHTMLGlobTestMode,22,9,6,2,0,0,3,0,0
TestLoadHTMLGlobTestMode,23,11,6,2,0,0,3,0,0
TestLoadHTMLGlobTestMode,3,20,0,0,0,0,0,0,0
