Mode,TestName,NoEvents,NoGoroutines,NoAtomicEvents,NoChannelEvents,NoSelectEvents,NoMutexEvents,NoWaitgroupEvents,NoCondVariablesEvents,NoOnceOperations
Flow,TestChannelDeadlock,2,1,0,1,0,0,0,0,0
GFuzz,TestChannelDeadlock,2,1,0,1,0,0,0,0,0
GFuzzHB,TestChannelDeadlock,2,1,0,1,0,0,0,0,0
GFuzzHBFlow,TestChannelDeadlock,2,1,0,1,0,0,0,0,0
GoPie+,TestChannelDeadlock,2,1,0,1,0,0,0,0,0
GoPie,TestChannelDeadlock,2,1,0,1,0,0,0,0,0
GoPieHB,TestChannelDeadlock,2,1,0,1,0,0,0,0,0
