Mode,TestName,Time
Flow,Total,1.83062
GFuzz,Total,2.76050
GFuzzHB,Total,1.84401
GFuzzHBFlow,Total,1.82328
GoPie+,Total,1.84247
GoPie,Total,1.86435
GoPieHB,Total,1.83743
