Mode,Unique_Bugs,Bug_Types,Total_Bugs,Panics,Leaks,Confirmed_Replays,Total_Runs,Total_Time_s,Rec_s,Ana_s,Rep_s,Bugs_per_1000_Runs,Bugs_per_Minute,Runs_per_Minute,Replays_Written,Replays_Successful
Flow,4,A02;L00;L06;L07,4,0,5,0,1,62.46390,0.76357,0.00200,60.72892,4000.0,3.84,0.96,1,0
GFuzz,1,L00,0,0,4,0,13,681.94585,1.53684,0.00001,0.00000,0.0,0.0,1.14,0,0
GFuzzHB,4,A02;L00;L06;L07,4,0,5,0,1,664.16626,0.92740,0.00245,662.19504,4000.0,0.36,0.09,0,0
GFuzzHBFlow,4,A02;L00;L06;L07,4,0,5,0,3,77.81113,0.89358,0.00252,0.79115,1333.33,3.08,2.31,1,0
GoPie,1,L00,0,0,4,0,7,85.13732,0.83795,0.00002,0.00000,0.0,0.0,4.93,0,0
GoPie+,1,L00,0,0,4,0,1,72.83597,0.73891,0.00003,0.00000,0.0,0.0,0.82,0,0
GoPieHB,4,A02;L00;L06;L07,4,0,5,0,1,62.58110,0.76616,0.00219,60.73809,4000.0,3.84,0.96,1,0
