Mode,TestName,Time
Flow,Total,1.57507
GFuzz,Total,2.11036
GFuzzHB,Total,1.55467
GFuzzHBFlow,Total,1.51656
GoPie+,Total,1.48868
GoPie,Total,1.49245
GoPieHB,Total,1.50067
